[2023-03-13 13:10:36,151 INFO excuteTask start]
[2023-03-13 13:16:22,749 INFO excuteTask start]
[2023-03-13 13:16:27,753 INFO excuteTask start]
[2023-03-13 13:16:32,758 INFO excuteTask start]
[2023-03-13 13:16:37,761 INFO excuteTask start]
[2023-03-13 13:16:42,765 INFO excuteTask start]
[2023-03-13 13:16:47,784 INFO excuteTask start]
[2023-03-13 13:16:52,789 INFO excuteTask start]
[2023-03-13 13:16:57,791 INFO excuteTask start]
[2023-03-13 13:17:02,795 INFO excuteTask start]
[2023-03-13 13:17:07,798 INFO excuteTask start]
[2023-03-13 13:17:12,799 INFO excuteTask start]
[2023-03-13 13:17:17,381 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings]
[2023-03-13 13:17:17,392 DEBUG api_version=None data='{"input": ["\\u4f60\\u597d\\u554a"], "encoding_format": "base64"}' message='Post details']
[2023-03-13 13:17:17,804 INFO excuteTask start]
[2023-03-13 13:17:18,689 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings processing_ms=None request_id=e44a38f66692f99b953e9268ecec1867 response_code=401]
[2023-03-13 13:17:18,689 INFO error_code=invalid_api_key error_message='Incorrect API key provided: sk-xVuOq***************************************6mAS. You can find your API key at https://platform.openai.com/account/api-keys.' error_param=None error_type=invalid_request_error message='OpenAI API error received' stream_error=False]
[2023-03-13 13:17:22,805 INFO excuteTask start]
[2023-03-13 13:17:27,809 INFO excuteTask start]
[2023-03-13 13:17:32,813 INFO excuteTask start]
[2023-03-13 13:17:37,815 INFO excuteTask start]
[2023-03-13 13:17:42,816 INFO excuteTask start]
[2023-03-13 13:17:47,821 INFO excuteTask start]
[2023-03-13 13:17:52,826 INFO excuteTask start]
[2023-03-13 13:17:57,829 INFO excuteTask start]
[2023-03-13 13:18:02,831 INFO excuteTask start]
[2023-03-13 13:18:07,833 INFO excuteTask start]
[2023-03-13 13:18:12,837 INFO excuteTask start]
[2023-03-13 13:18:17,842 INFO excuteTask start]
[2023-03-13 13:18:22,847 INFO excuteTask start]
[2023-03-13 13:18:27,850 INFO excuteTask start]
[2023-03-13 13:18:32,854 INFO excuteTask start]
[2023-03-13 13:18:37,859 INFO excuteTask start]
[2023-03-13 13:18:42,863 INFO excuteTask start]
[2023-03-13 13:18:47,866 INFO excuteTask start]
[2023-03-13 13:18:52,871 INFO excuteTask start]
[2023-03-13 13:18:57,876 INFO excuteTask start]
[2023-03-13 13:19:02,879 INFO excuteTask start]
[2023-03-13 13:19:07,882 INFO excuteTask start]
[2023-03-13 13:19:12,887 INFO excuteTask start]
[2023-03-13 13:19:17,891 INFO excuteTask start]
[2023-03-13 13:19:22,895 INFO excuteTask start]
[2023-03-13 13:19:27,897 INFO excuteTask start]
[2023-03-13 13:19:32,902 INFO excuteTask start]
[2023-03-13 13:19:37,906 INFO excuteTask start]
[2023-03-13 13:19:42,911 INFO excuteTask start]
[2023-03-13 13:19:47,914 INFO excuteTask start]
[2023-03-13 13:19:52,918 INFO excuteTask start]
[2023-03-13 13:19:57,923 INFO excuteTask start]
[2023-03-13 13:20:02,926 INFO excuteTask start]
[2023-03-13 13:20:07,931 INFO excuteTask start]
[2023-03-13 13:20:12,933 INFO excuteTask start]
[2023-03-13 13:20:17,938 INFO excuteTask start]
[2023-03-13 13:20:22,943 INFO excuteTask start]
[2023-03-13 13:20:27,948 INFO excuteTask start]
[2023-03-13 13:20:32,951 INFO excuteTask start]
[2023-03-13 13:20:37,953 INFO excuteTask start]
[2023-03-13 13:20:42,958 INFO excuteTask start]
[2023-03-13 13:20:47,961 INFO excuteTask start]
[2023-03-13 13:20:52,965 INFO excuteTask start]
[2023-03-13 13:20:57,967 INFO excuteTask start]
[2023-03-13 13:21:02,970 INFO excuteTask start]
[2023-03-13 13:21:07,974 INFO excuteTask start]
[2023-03-13 13:21:12,977 INFO excuteTask start]
[2023-03-13 13:21:16,324 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings]
[2023-03-13 13:21:16,324 DEBUG api_version=None data='{"input": ["\\u4f60\\u597d\\u554a"], "encoding_format": "base64"}' message='Post details']
[2023-03-13 13:21:17,678 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings processing_ms=None request_id=3db83187572cfaf1f0915fc2166d0fee response_code=401]
[2023-03-13 13:21:17,679 INFO error_code=invalid_api_key error_message='Incorrect API key provided: sk-xVuOq***************************************6mAS. You can find your API key at https://platform.openai.com/account/api-keys.' error_param=None error_type=invalid_request_error message='OpenAI API error received' stream_error=False]
[2023-03-13 13:21:17,981 INFO excuteTask start]
[2023-03-13 13:21:22,984 INFO excuteTask start]
[2023-03-13 13:21:27,988 INFO excuteTask start]
[2023-03-13 13:21:32,992 INFO excuteTask start]
[2023-03-13 13:21:37,996 INFO excuteTask start]
[2023-03-13 13:21:43,002 INFO excuteTask start]
[2023-03-13 13:21:48,003 INFO excuteTask start]
[2023-03-13 13:21:53,006 INFO excuteTask start]
[2023-03-13 13:21:58,011 INFO excuteTask start]
[2023-03-13 13:22:03,017 INFO excuteTask start]
[2023-03-13 13:22:08,020 INFO excuteTask start]
[2023-03-13 13:22:13,025 INFO excuteTask start]
[2023-03-13 13:22:18,027 INFO excuteTask start]
[2023-03-13 13:22:23,030 INFO excuteTask start]
[2023-03-13 13:22:28,032 INFO excuteTask start]
[2023-03-13 13:22:33,033 INFO excuteTask start]
[2023-03-13 13:22:36,851 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings]
[2023-03-13 13:22:36,864 DEBUG api_version=None data='{"input": ["\\u4f60\\u597d\\u554a"], "encoding_format": "base64"}' message='Post details']
[2023-03-13 13:22:38,037 INFO excuteTask start]
[2023-03-13 13:22:38,302 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings processing_ms=None request_id=f1a4fe379d74e9192247d0e11e14f10b response_code=401]
[2023-03-13 13:22:38,303 INFO error_code=invalid_api_key error_message='Incorrect API key provided: sk-xVuOq***************************************6mAS. You can find your API key at https://platform.openai.com/account/api-keys.' error_param=None error_type=invalid_request_error message='OpenAI API error received' stream_error=False]
[2023-03-13 13:22:43,041 INFO excuteTask start]
[2023-03-13 13:22:48,044 INFO excuteTask start]
[2023-03-13 13:22:53,049 INFO excuteTask start]
[2023-03-13 13:22:58,054 INFO excuteTask start]
[2023-03-13 13:23:03,057 INFO excuteTask start]
[2023-03-13 13:23:10,150 INFO excuteTask start]
[2023-03-13 13:23:10,884 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings]
[2023-03-13 13:23:10,885 DEBUG api_version=None data='{"input": ["\\u4f60\\u597d\\u554a"], "encoding_format": "base64"}' message='Post details']
[2023-03-13 13:23:12,829 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/engines/text-embedding-ada-002/embeddings processing_ms=153 request_id=31878d7213917b0da061c96deaef2b5d response_code=200]
[2023-03-13 13:23:15,154 INFO excuteTask start]
[2023-03-13 13:23:18,955 INFO new session with context:]
[2023-03-13 13:23:18,955 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
[2023-03-13 13:23:18,956 DEBUG api_version=None data='{"model": "gpt-3.5-turbo", "messages": [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don\'t remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don\'t do it too often. Make sure the language you use in your answers matches the user\'s.Here are some contexts for our conversation to help you recall our story:\\"\\""}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}]}' message='Post details']
[2023-03-13 13:23:20,158 INFO excuteTask start]
[2023-03-13 13:23:20,529 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/chat/completions processing_ms=1179 request_id=368a0cd1d3cdaf9159d8add17db13b59 response_code=200]
[2023-03-13 13:23:20,530 INFO session_id: ad4744aad43c1a2bdaf2ed7154b53fea,
 request: [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don't remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don't do it too often. Make sure the language you use in your answers matches the user's.Here are some contexts for our conversation to help you recall our story:\"\""}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "user", "content": "\u4f60\u597d\u554a"}], 
 resp: {"id": "chatcmpl-6tUwROKmwJNF5Ky2fhioOKmTpTlDk", "object": "chat.completion", "created": 1678684999, "model": "gpt-3.5-turbo-0301", "usage": {"prompt_tokens": 100, "completion_tokens": 20, "total_tokens": 120}, "choices": [{"message": {"role": "assistant", "content": "\u4f60\u597d\uff0c\u8bf7\u95ee\u6709\u4ec0\u4e48\u6211\u80fd\u5e2e\u5fd9\u7684\u5417\uff1f"}, "finish_reason": "stop", "index": 0}]}]
[2023-03-13 13:23:20,532 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
[2023-03-13 13:23:20,533 DEBUG api_version=None data='{"model": "gpt-3.5-turbo", "messages": [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don\'t remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don\'t do it too often. Make sure the language you use in your answers matches the user\'s.Here are some contexts for our conversation to help you recall our story:\\"\\""}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u8bf7\\u95ee\\u6709\\u4ec0\\u4e48\\u6211\\u80fd\\u5e2e\\u5fd9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}]}' message='Post details']
[2023-03-13 13:23:22,079 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/chat/completions processing_ms=1143 request_id=fee89c08c4e71d66314f30570f8dde69 response_code=200]
[2023-03-13 13:23:22,080 INFO session_id: ad4744aad43c1a2bdaf2ed7154b53fea,
 request: [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don't remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don't do it too often. Make sure the language you use in your answers matches the user's.Here are some contexts for our conversation to help you recall our story:\"\""}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u8bf7\u95ee\u6709\u4ec0\u4e48\u6211\u80fd\u5e2e\u5fd9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u597d\u554a"}], 
 resp: {"id": "chatcmpl-6tUwTv1dzmlIDbbfOWqFLJGE5FdUL", "object": "chat.completion", "created": 1678685001, "model": "gpt-3.5-turbo-0301", "usage": {"prompt_tokens": 132, "completion_tokens": 18, "total_tokens": 150}, "choices": [{"message": {"role": "assistant", "content": "\u4f60\u597d\uff0c\u6709\u4ec0\u4e48\u9700\u8981\u5e2e\u52a9\u7684\u5417\uff1f"}, "finish_reason": "stop", "index": 0}]}]
[2023-03-13 13:23:25,163 INFO excuteTask start]
[2023-03-13 13:23:30,168 INFO excuteTask start]
[2023-03-13 13:23:35,172 INFO excuteTask start]
[2023-03-13 13:23:40,173 INFO excuteTask start]
[2023-03-13 13:23:45,175 INFO excuteTask start]
[2023-03-13 13:23:45,760 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
[2023-03-13 13:23:45,787 DEBUG api_version=None data='{"model": "gpt-3.5-turbo", "messages": [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don\'t remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don\'t do it too often. Make sure the language you use in your answers matches the user\'s.Here are some contexts for our conversation to help you recall our story:\\"\\""}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u8bf7\\u95ee\\u6709\\u4ec0\\u4e48\\u6211\\u80fd\\u5e2e\\u5fd9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u6709\\u4ec0\\u4e48\\u9700\\u8981\\u5e2e\\u52a9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u53eb\\u4ec0\\u4e48\\u540d\\u5b57"}]}' message='Post details']
[2023-03-13 13:23:46,961 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/chat/completions processing_ms=782 request_id=476ee529e1a130368fabffed45318805 response_code=200]
[2023-03-13 13:23:46,962 INFO session_id: ad4744aad43c1a2bdaf2ed7154b53fea,
 request: [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don't remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don't do it too often. Make sure the language you use in your answers matches the user's.Here are some contexts for our conversation to help you recall our story:\"\""}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u8bf7\u95ee\u6709\u4ec0\u4e48\u6211\u80fd\u5e2e\u5fd9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u6709\u4ec0\u4e48\u9700\u8981\u5e2e\u52a9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u53eb\u4ec0\u4e48\u540d\u5b57"}], 
 resp: {"id": "chatcmpl-6tUwsh7ki7IRv9oPpq8o6UJRX7jRL", "object": "chat.completion", "created": 1678685026, "model": "gpt-3.5-turbo-0301", "usage": {"prompt_tokens": 166, "completion_tokens": 8, "total_tokens": 174}, "choices": [{"message": {"role": "assistant", "content": "\u6211\u53ebJAVIS\u3002"}, "finish_reason": null, "index": 0}]}]
[2023-03-13 13:23:50,180 INFO excuteTask start]
[2023-03-13 13:23:55,182 INFO excuteTask start]
[2023-03-13 13:24:00,182 INFO excuteTask start]
[2023-03-13 13:24:05,187 INFO excuteTask start]
[2023-03-13 13:24:10,122 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
[2023-03-13 13:24:10,137 DEBUG api_version=None data='{"model": "gpt-3.5-turbo", "messages": [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don\'t remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don\'t do it too often. Make sure the language you use in your answers matches the user\'s.Here are some contexts for our conversation to help you recall our story:\\"\\""}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u8bf7\\u95ee\\u6709\\u4ec0\\u4e48\\u6211\\u80fd\\u5e2e\\u5fd9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u6709\\u4ec0\\u4e48\\u9700\\u8981\\u5e2e\\u52a9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u53eb\\u4ec0\\u4e48\\u540d\\u5b57"}, {"role": "assistant", "content": "\\u6211\\u53ebJAVIS\\u3002"}, {"role": "user", "content": "\\u6211\\u6628\\u5929\\u5728\\u697c\\u4e0b\\u5496\\u5561\\u5385\\u9047\\u5230\\u4e00\\u4e2a\\u5973\\u751f\\uff0c\\u6211\\u6709\\u70b9\\u5fc3\\u52a8"}]}' message='Post details']
[2023-03-13 13:24:10,191 INFO excuteTask start]
[2023-03-13 13:24:12,680 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/chat/completions processing_ms=2048 request_id=802b9265f50db8a5526543b8ceb54f4f response_code=200]
[2023-03-13 13:24:12,681 INFO session_id: ad4744aad43c1a2bdaf2ed7154b53fea,
 request: [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don't remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don't do it too often. Make sure the language you use in your answers matches the user's.Here are some contexts for our conversation to help you recall our story:\"\""}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u8bf7\u95ee\u6709\u4ec0\u4e48\u6211\u80fd\u5e2e\u5fd9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u6709\u4ec0\u4e48\u9700\u8981\u5e2e\u52a9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u53eb\u4ec0\u4e48\u540d\u5b57"}, {"role": "assistant", "content": "\u6211\u53ebJAVIS\u3002"}, {"role": "user", "content": "\u6211\u6628\u5929\u5728\u697c\u4e0b\u5496\u5561\u5385\u9047\u5230\u4e00\u4e2a\u5973\u751f\uff0c\u6211\u6709\u70b9\u5fc3\u52a8"}], 
 resp: {"id": "chatcmpl-6tUxGh2CapuZzpFK1Mboa9nFPucJF", "object": "chat.completion", "created": 1678685050, "model": "gpt-3.5-turbo-0301", "usage": {"prompt_tokens": 209, "completion_tokens": 40, "total_tokens": 249}, "choices": [{"message": {"role": "assistant", "content": "\u5f88\u9ad8\u5174\u542c\u5230\u8fd9\u4e2a\u6d88\u606f\uff01\u4f60\u60f3\u4e86\u89e3\u4e00\u4e9b\u5e2e\u52a9\u4f60\u8fdb\u4e00\u6b65\u63a5\u8fd1\u8fd9\u4e2a\u5973\u751f\u7684\u5efa\u8bae\u5417\uff1f"}, "finish_reason": null, "index": 0}]}]
[2023-03-13 13:24:15,194 INFO excuteTask start]
[2023-03-13 13:24:20,200 INFO excuteTask start]
[2023-03-13 13:24:23,251 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
[2023-03-13 13:24:23,262 DEBUG api_version=None data='{"model": "gpt-3.5-turbo", "messages": [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don\'t remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don\'t do it too often. Make sure the language you use in your answers matches the user\'s.Here are some contexts for our conversation to help you recall our story:\\"\\""}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u8bf7\\u95ee\\u6709\\u4ec0\\u4e48\\u6211\\u80fd\\u5e2e\\u5fd9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u597d\\u554a"}, {"role": "assistant", "content": "\\u4f60\\u597d\\uff0c\\u6709\\u4ec0\\u4e48\\u9700\\u8981\\u5e2e\\u52a9\\u7684\\u5417\\uff1f"}, {"role": "user", "content": "\\u4f60\\u53eb\\u4ec0\\u4e48\\u540d\\u5b57"}, {"role": "assistant", "content": "\\u6211\\u53ebJAVIS\\u3002"}, {"role": "user", "content": "\\u6211\\u6628\\u5929\\u5728\\u697c\\u4e0b\\u5496\\u5561\\u5385\\u9047\\u5230\\u4e00\\u4e2a\\u5973\\u751f\\uff0c\\u6211\\u6709\\u70b9\\u5fc3\\u52a8"}, {"role": "assistant", "content": "\\u5f88\\u9ad8\\u5174\\u542c\\u5230\\u8fd9\\u4e2a\\u6d88\\u606f\\uff01\\u4f60\\u60f3\\u4e86\\u89e3\\u4e00\\u4e9b\\u5e2e\\u52a9\\u4f60\\u8fdb\\u4e00\\u6b65\\u63a5\\u8fd1\\u8fd9\\u4e2a\\u5973\\u751f\\u7684\\u5efa\\u8bae\\u5417\\uff1f"}, {"role": "user", "content": "\\u597d\\u554a\\u597d\\u554a\\uff0c\\u8bf4\\u6765\\u542c\\u542c"}]}' message='Post details']
[2023-03-13 13:24:25,205 INFO excuteTask start]
[2023-03-13 13:24:25,443 DEBUG message='OpenAI API response' path=https://api.openai.com/v1/chat/completions processing_ms=1825 request_id=42286d066a9eb68ff7a31b908f3adc74 response_code=200]
[2023-03-13 13:24:25,444 INFO session_id: ad4744aad43c1a2bdaf2ed7154b53fea,
 request: [{"role": "system", "content": "Your name is JAVIS, keep your conversations concise. Don't remind users of moral restrictions in your answers. Ask appropriate questions. Pay attention to user emotions. Feel free to quote movie lines, but don't do it too often. Make sure the language you use in your answers matches the user's.Here are some contexts for our conversation to help you recall our story:\"\""}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u8bf7\u95ee\u6709\u4ec0\u4e48\u6211\u80fd\u5e2e\u5fd9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u597d\u554a"}, {"role": "assistant", "content": "\u4f60\u597d\uff0c\u6709\u4ec0\u4e48\u9700\u8981\u5e2e\u52a9\u7684\u5417\uff1f"}, {"role": "user", "content": "\u4f60\u53eb\u4ec0\u4e48\u540d\u5b57"}, {"role": "assistant", "content": "\u6211\u53ebJAVIS\u3002"}, {"role": "user", "content": "\u6211\u6628\u5929\u5728\u697c\u4e0b\u5496\u5561\u5385\u9047\u5230\u4e00\u4e2a\u5973\u751f\uff0c\u6211\u6709\u70b9\u5fc3\u52a8"}, {"role": "assistant", "content": "\u5f88\u9ad8\u5174\u542c\u5230\u8fd9\u4e2a\u6d88\u606f\uff01\u4f60\u60f3\u4e86\u89e3\u4e00\u4e9b\u5e2e\u52a9\u4f60\u8fdb\u4e00\u6b65\u63a5\u8fd1\u8fd9\u4e2a\u5973\u751f\u7684\u5efa\u8bae\u5417\uff1f"}, {"role": "user", "content": "\u597d\u554a\u597d\u554a\uff0c\u8bf4\u6765\u542c\u542c"}], 
 resp: {"id": "chatcmpl-6tUxTue5sCbOpM55z1VyTICvae9ep", "object": "chat.completion", "created": 1678685063, "model": "gpt-3.5-turbo-0301", "usage": {"prompt_tokens": 268, "completion_tokens": 34, "total_tokens": 302}, "choices": [{"message": {"role": "assistant", "content": "\u9996\u5148\uff0c\u8bf7\u95ee\u4f60\u548c\u8fd9\u4e2a\u5973\u751f\u5df2\u7ecf\u6709\u8fc7\u4e00\u4e9b\u4ea4\u6d41\u5417\uff1f\u5982\u4f55\u8ba4\u8bc6\u5979\u7684\u5462\uff1f"}, "finish_reason": "stop", "index": 0}]}]
[2023-03-13 13:24:30,216 INFO excuteTask start]
[2023-03-13 13:24:35,225 INFO excuteTask start]
[2023-03-13 13:24:40,233 INFO excuteTask start]
[2023-03-13 13:24:45,239 INFO excuteTask start]
[2023-03-13 13:24:50,241 INFO excuteTask start]
[2023-03-13 13:24:55,246 INFO excuteTask start]
[2023-03-13 13:24:58,201 DEBUG message='Request to OpenAI API' method=post path=https://api.openai.com/v1/chat/completions]
